date,close
1999-12-31,20.7090
2000-01-31,20.1860
2000-02-29,18.8653
2000-03-31,20.5615
2000-04-30,20.3201
2000-05-31,19.7771
2000-06-30,19.8173
2000-07-31,19.5290
2000-08-31,20.2196
2000-09-30,19.4821
2000-10-31,19.7771
2000-11-30,17.9737
2000-12-31,18.3076
2001-01-31,19.6311
2001-02-28,19.2549
2001-03-31,18.0221
2001-04-30,19.3526
2001-05-31,20.0917
2001-06-30,19.8647
2001-07-31,19.4681
2001-08-31,18.4799
2001-09-30,15.8042
2001-10-31,15.8849
2001-11-30,17.7276
2001-12-31,18.1567
2002-01-31,18.0220
2002-02-28,18.8507
2002-03-31,19.9438
2002-04-30,19.8225
2002-05-31,20.0988
2002-06-30,18.6609
2002-07-31,18.1216
2002-08-31,18.2969
2002-09-30,17.1632
2002-10-31,18.1640
2002-11-30,18.7253
2002-12-31,18.0209
2003-01-31,17.9598
2003-02-28,17.5594
2003-03-31,18.1839
2003-04-30,18.7827
2003-05-31,19.1706
2003-06-30,20.0168
2003-07-31,19.7165
2003-08-31,18.9863
2003-09-30,19.0365
2003-10-31,19.1665
2003-11-30,19.5772
2003-12-31,20.7100
2004-01-31,21.2801
2004-02-29,21.5068
2004-03-31,20.6109
2004-04-30,21.2513
2004-05-31,21.1824
2004-06-30,21.1033
2004-07-31,19.9708
2004-08-31,20.2954
2004-09-30,19.9401
2004-10-31,19.4969
2004-11-30,19.8778
2004-12-31,20.9754
2005-01-31,20.3223
2005-02-28,20.9337
2005-03-31,20.8166
2005-04-30,21.5416
2005-05-31,21.8135
2005-06-30,21.6979
2005-07-31,22.1874
2005-08-31,22.1104
2005-09-30,21.9871
2005-10-31,21.3138
2005-11-30,21.5733
2005-12-31,22.3193
2006-01-31,22.6078
2006-02-28,22.8681
2006-03-31,22.5755
2006-04-30,21.8766
2006-05-31,21.4178
2006-06-30,21.4252
2006-07-31,22.5942
2006-08-31,23.2390
2006-09-30,23.5984
2006-10-31,23.6766
2006-11-30,23.6482
2006-12-31,23.8952
2007-01-31,24.6230
2007-02-28,24.0308
2007-03-31,24.0993
2007-04-30,25.8611
2007-05-31,26.3051
2007-06-30,25.4237
2007-07-31,24.2140
2007-08-31,24.7684
2007-09-30,25.5406
2007-10-31,26.0175
2007-11-30,26.3498
2007-12-31,25.6044
2008-01-31,24.4369
2008-02-29,23.7843
2008-03-31,22.7036
2008-04-30,22.9294
2008-05-31,23.3664
2008-06-30,22.3796
2008-07-31,23.3822
2008-08-31,23.9237
2008-09-30,22.3858
2008-10-31,19.9597
2008-11-30,18.3203
2008-12-31,19.6367
2009-01-31,19.4001
2009-02-28,16.9963
2009-03-31,18.0172
2009-04-30,17.9949
2009-05-31,19.2228
2009-06-30,19.6774
2009-07-31,20.8441
2009-08-31,21.4050
2009-09-30,21.5372
2009-10-31,21.0865
2009-11-30,23.0472
2009-12-31,23.4686
2010-01-31,23.6273
2010-02-28,23.7179
2010-03-31,24.3506
2010-04-30,23.4033
2010-05-31,21.8799
2010-06-30,21.4815
2010-07-31,21.7634
2010-08-31,21.4054
2010-09-30,23.3454
2010-10-31,23.8661
2010-11-30,23.1770
2010-12-31,24.2439
2011-01-31,24.3824
2011-02-28,25.1436
2011-03-31,25.5987
2011-04-30,27.2455
2011-05-31,27.9181
2011-06-30,27.6039
2011-07-31,26.5085
2011-08-31,25.9491
2011-09-30,24.7840
2011-10-31,26.2134
2011-11-30,26.4634
2011-12-31,27.2488
2012-01-31,28.1207
2012-02-29,28.4192
2012-03-31,29.6920
2012-04-30,29.6130
2012-05-31,28.5394
2012-06-30,30.1647
2012-07-31,30.4702
2012-08-31,30.8274
2012-09-30,32.0006
2012-10-31,31.9279
2012-11-30,32.0963
2012-12-31,31.9827
2013-01-31,34.4123
2013-02-28,34.8454
2013-03-31,37.0577
2013-04-30,38.1217
2013-05-31,38.7500
2013-06-30,38.5193
2013-07-31,41.2782
2013-08-31,39.8219
2013-09-30,41.0994
2013-10-31,42.8705
2013-11-30,44.8934
2013-12-31,45.2241
2014-01-31,45.6483
2014-02-28,48.4871
2014-03-31,47.8800
2014-04-30,47.5771
2014-05-31,48.9441
2014-06-30,49.9811
2014-07-31,50.0468
2014-08-31,52.4707
2014-09-30,52.6986
2014-10-31,55.4692
2014-11-30,57.3987
2014-12-31,56.5924
2015-01-31,57.3290
2015-02-28,59.7870
2015-03-31,60.1692
2015-04-30,59.5127
2015-05-31,62.1942
2015-06-30,61.9509
2015-07-31,63.7830
2015-08-31,58.7030
2015-09-30,55.3582
2015-10-31,59.6294
2015-11-30,59.4371
2015-12-31,60.4647
2016-01-31,55.7975
2016-02-29,55.5953
2016-03-31,57.0986
2016-04-30,58.7925
2016-05-31,60.1060
2016-06-30,60.6510
2016-07-31,63.6072
2016-08-31,61.5433
2016-09-30,61.2291
2016-10-31,57.1958
2016-11-30,58.3761
2016-12-31,58.7944
2017-01-31,60.1419
