date,close
1999-12-31,11.4591
2000-01-31,11.1168
2000-02-29,9.9261
2000-03-31,11.7430
2000-04-30,11.8542
2000-05-31,12.1204
2000-06-30,11.5332
2000-07-31,12.5481
2000-08-31,13.8253
2000-09-30,14.1259
2000-10-31,14.0041
2000-11-30,13.2881
2000-12-31,14.4229
2001-01-31,14.3887
2001-02-28,13.4206
2001-03-31,13.0193
2001-04-30,13.4902
2001-05-31,14.0838
2001-06-30,13.9828
2001-07-31,13.8499
2001-08-31,12.9341
2001-09-30,12.2061
2001-10-31,12.0330
2001-11-30,12.8144
2001-12-31,13.0646
2002-01-31,12.9156
2002-02-28,12.6920
2002-03-31,13.5306
2002-04-30,13.1867
2002-05-31,13.1468
2002-06-30,12.5849
2002-07-31,11.5387
2002-08-31,11.7540
2002-09-30,10.4034
2002-10-31,11.3547
2002-11-30,11.7775
2002-12-31,11.1381
2003-01-31,10.9963
2003-02-28,10.6571
2003-03-31,10.5565
2003-04-30,11.8836
2003-05-31,12.4888
2003-06-30,12.5416
2003-07-31,13.0882
2003-08-31,12.9349
2003-09-30,13.0497
2003-10-31,13.9535
2003-11-30,13.9022
2003-12-31,14.5327
2004-01-31,15.0080
2004-02-29,15.4368
2004-03-31,15.2583
2004-04-30,14.5940
2004-05-31,14.8431
2004-06-30,14.9084
2004-07-31,14.5902
2004-08-31,15.0649
2004-09-30,14.9263
2004-10-31,15.0050
2004-11-30,15.4718
2004-12-31,16.1119
2005-01-31,15.7636
2005-02-28,15.6580
2005-03-31,15.0626
2005-04-30,15.0891
2005-05-31,15.5348
2005-06-30,15.7282
2005-07-31,15.9737
2005-08-31,15.7122
2005-09-30,15.8455
2005-10-31,16.3286
2005-11-30,17.1069
2005-12-31,17.1101
2006-01-31,17.2614
2006-02-28,17.6288
2006-03-31,17.6796
2006-04-30,18.4455
2006-05-31,17.7502
2006-06-30,17.6686
2006-07-31,18.0729
2006-08-31,18.2860
2006-09-30,19.0699
2006-10-31,19.5161
2006-11-30,19.6538
2006-12-31,20.3931
2007-01-31,20.5818
2007-02-28,19.9546
2007-03-31,19.8606
2007-04-30,20.6298
2007-05-31,21.1259
2007-06-30,20.2770
2007-07-31,18.4387
2007-08-31,18.9151
2007-09-30,19.3765
2007-10-31,19.0434
2007-11-30,17.5021
2007-12-31,16.4792
2008-01-31,16.5988
2008-02-29,14.7134
2008-03-31,14.2731
2008-04-30,15.2718
2008-05-31,14.2100
2008-06-30,11.7321
2008-07-31,12.5254
2008-08-31,12.3633
2008-09-30,11.5979
2008-10-31,9.0517
2008-11-30,7.3932
2008-12-31,7.4206
2009-01-31,5.4766
2009-02-28,4.5045
2009-03-31,5.2770
2009-04-30,6.4270
2009-05-31,7.3255
2009-06-30,7.1938
2009-07-31,7.8319
2009-08-31,8.8493
2009-09-30,9.0217
2009-10-31,8.4843
2009-11-30,8.8526
2009-12-31,8.7276
2010-01-31,8.5943
2010-02-28,8.8973
2010-03-31,9.6895
2010-04-30,9.8170
2010-05-31,8.9180
2010-06-30,8.4067
2010-07-31,8.9546
2010-08-31,8.2512
2010-09-30,8.7520
2010-10-31,8.8829
2010-11-30,8.8225
2010-12-31,9.7668
2011-01-31,10.0424
2011-02-28,10.3179
2011-03-31,10.0621
2011-04-30,10.0559
2011-05-31,9.7244
2011-06-30,9.4571
2011-07-31,9.1151
2011-08-31,8.2433
2011-09-30,7.3044
2011-10-31,8.3466
2011-11-30,7.9229
2011-12-31,8.0920
2012-01-31,8.7487
2012-02-29,9.1876
2012-03-31,9.8630
2012-04-30,9.6350
2012-05-31,8.7483
2012-06-30,9.1818
2012-07-31,9.1975
2012-08-31,9.5112
2012-09-30,9.8218
2012-10-31,10.0167
2012-11-30,9.9289
2012-12-31,10.3914
2013-01-31,11.0191
2013-02-28,11.1522
2013-03-31,11.5835
2013-04-30,11.8958
2013-05-31,12.6211
2013-06-30,12.4197
2013-07-31,13.0871
2013-08-31,12.4165
2013-09-30,12.7636
2013-10-31,13.1868
2013-11-30,13.7735
2013-12-31,14.0828
2014-01-31,13.5674
2014-02-28,13.9798
2014-03-31,14.4453
2014-04-30,14.1996
2014-05-31,14.4130
2014-06-30,14.7616
2014-07-31,14.5474
2014-08-31,15.1641
2014-09-30,15.1033
2014-10-31,15.5401
2014-11-30,15.9051
2014-12-31,16.2026
2015-01-31,15.0757
2015-02-28,15.9536
2015-03-31,15.8544
2015-04-30,15.8675
2015-05-31,16.1766
2015-06-30,16.1033
2015-07-31,16.6515
2015-08-31,15.4758
2015-09-30,15.0422
2015-10-31,15.9848
2015-11-30,16.3034
2015-12-31,15.9206
2016-01-31,14.5109
2016-02-29,14.0900
2016-03-31,15.1133
2016-04-30,15.6574
2016-05-31,15.9530
2016-06-30,15.4340
2016-07-31,15.9709
2016-08-31,16.5854
2016-09-30,16.1078
2016-10-31,16.4751
2016-11-30,18.7869
2016-12-31,19.4932
2017-01-31,19.5435
2017-02-28,20.5748
2017-03-31,19.9672
2017-04-30,19.7989
2017-05-31,19.5633
2017-06-30,20.8376
2017-07-31,21.1924
2017-08-31,20.8630
2017-09-30,21.9338
2017-10-31,22.5615
2017-11-30,23.3418
2017-12-31,23.7818
2018-01-31,25.3411
2018-02-28,24.5998
2018-03-31,23.5771
2018-04-30,23.4745
2018-05-31,23.2436
2018-06-30,22.8376
2018-07-31,24.0056
2018-08-31,24.3320
2018-09-30,23.7929
2018-10-31,22.6715
2018-11-30,23.2667
2018-12-31,20.6799
2019-01-31,22.5204
2019-02-28,23.0240
2019-03-31,22.4336
2019-04-30,24.4493
2019-05-31,22.6954
2019-06-30,24.2062
2019-07-31,24.7763
2019-08-31,23.6098
2019-09-30,24.6832
2019-10-31,25.3003
2019-11-30,26.5785
2019-12-31,27.2721
2020-01-31,26.5456
2020-02-29,23.5596
2020-03-31,18.6136
2020-04-30,20.3748
2020-05-31,20.9291
2020-06-30,20.8200
2020-07-31,21.6208
2020-08-31,22.5475
2020-09-30,21.7792
2020-10-31,21.5892
2020-11-30,25.2266
2020-12-31,26.8155
2021-01-31,26.3334
2021-02-28,29.3897
2021-03-31,31.1117
2021-04-30,33.1310
2021-05-31,34.7118
2021-06-30,33.6540
2021-07-31,33.4980
2021-08-31,35.2225
2021-09-30,34.5771
2021-10-31,37.0923
2021-11-30,34.9732
2021-12-31,36.1537
2022-01-31,36.1629
2022-02-28,35.6630
2022-03-31,35.6167
2022-04-30,32.0755
2022-05-31,32.9677
2022-06-30,29.3840
2022-07-31,31.4955
2022-08-31,30.8789
2022-09-30,28.5128
2022-10-31,31.9125
2022-11-30,34.1007
2022-12-31,32.3207
2023-01-31,34.5510
2023-02-28,33.7572
2023-03-31,30.5321
2023-04-30,31.5008
2023-05-31,30.1617
2023-06-30,32.1586
2023-07-31,33.7041
2023-08-31,32.7978
2023-09-30,31.7846
2023-10-31,31.0084
2023-11-30,34.4006
2023-12-31,36.2069
2024-01-31,37.3239
2024-02-29,38.8453
2024-03-31,40.7108
2024-04-30,39.0096
2024-05-31,40.2468
2024-06-30,39.8901
2024-07-31,42.4420
2024-08-31,44.3827
2024-09-30,44.1351
2024-10-31,45.2648
2024-11-30,49.9977
2024-12-31,47.2669
2025-01-31,50.3379
2025-02-28,51.0322
2025-03-31,48.8880
2025-04-30,47.8575
2025-05-31,50.0167
2025-06-30,51.5747
2025-07-31,51.5747
2025-08-31,53.1701
2025-09-30,53.2268
2025-10-31,51.7447
2025-11-30,52.6932
2025-12-31,54.3027
2026-01-31,52.9840
2026-02-28,50.9912
2026-03-31,49.1986
2026-04-30,51.9490
2026-05-31,51.4009
2026-06-30,53.6100
2026-07-31,56.9400
2026-08-31,57.7100
2026-09-30,57.2500
