date,close
1999-01-01,1432.0000
1999-02-01,1412.9500
1999-03-01,1378.4773
1999-04-01,1463.7250
1999-05-01,1510.4474
1999-06-01,1422.1591
1999-07-01,1639.1818
1999-08-01,1646.7381
1999-09-01,1749.6818
1999-10-01,1723.2857
1999-11-01,1726.7727
1999-12-01,1764.8824
2000-01-01,1843.8500
2000-02-01,1807.0250
2000-03-01,1739.8000
2000-04-01,1681.9075
2000-05-01,1785.0978
2000-06-01,1752.0727
2000-07-01,1803.1429
2000-08-01,1857.1239
2000-09-01,1961.8929
2000-10-01,1894.3727
2000-11-01,1795.6023
2000-12-01,1852.4000
2001-01-01,1787.0568
2001-02-01,1766.1250
2001-03-01,1742.1591
2001-04-01,1665.9722
2001-05-01,1684.8500
2001-06-01,1610.4690
2001-07-01,1526.7705
2001-08-01,1466.4114
2001-09-01,1427.6974
2001-10-01,1377.3761
2001-11-01,1434.2932
2001-12-01,1472.8471
2002-01-01,1508.2273
2002-02-01,1561.3675
2002-03-01,1607.3925
2002-04-01,1588.5714
2002-05-01,1597.0227
2002-06-01,1650.5944
2002-07-01,1588.2848
2002-08-01,1482.9167
2002-09-01,1478.9333
2002-10-01,1486.1717
2002-11-01,1581.0357
2002-12-01,1592.9643
2003-01-01,1650.3114
2003-02-01,1682.1450
2003-03-01,1655.6929
2003-04-01,1587.8675
2003-05-01,1651.1000
2003-06-01,1685.1071
2003-07-01,1712.8261
2003-08-01,1756.7250
2003-09-01,1789.6705
2003-10-01,1925.5826
2003-11-01,2053.2750
2003-12-01,2202.0357
2004-01-01,2421.4762
2004-02-01,2751.7175
2004-03-01,3000.2826
2004-04-01,2926.9750
2004-05-01,2728.4605
2004-06-01,2689.0455
2004-07-01,2816.7955
2004-08-01,2844.2024
2004-09-01,2903.1705
2004-10-01,3009.4048
2004-11-01,3130.3091
2004-12-01,3139.7857
2005-01-01,3168.1000
2005-02-01,3247.1000
2005-03-01,3378.9048
2005-04-01,3389.8095
2005-05-01,3241.9000
2005-06-01,3529.7273
2005-07-01,3608.4762
2005-08-01,3791.9091
2005-09-01,3850.6591
2005-10-01,4056.1667
2005-11-01,4278.1591
2005-12-01,4577.0250
2006-01-01,4743.8571
2006-02-01,4974.9750
2006-03-01,5123.6739
2006-04-01,6404.4444
2006-05-01,8059.1905
2006-06-01,7222.7727
2006-07-01,7726.7381
2006-08-01,7690.2500
2006-09-01,7622.6429
2006-10-01,7497.4091
2006-11-01,7029.2955
2006-12-01,6680.9737
2007-01-01,5689.3409
2007-02-01,5718.1500
2007-03-01,6465.2955
