date,adj_close
2010-05-28,8.9180
2010-04-30,9.8170
2010-03-31,9.6895
2010-02-26,8.8973
2010-01-29,8.5943
2009-12-31,8.7276
2009-11-30,8.8526
2009-10-30,8.4843
2009-09-30,9.0217
2009-08-31,8.8493
2009-07-31,7.8319
2009-06-30,7.1938
2009-05-29,7.3255
2009-04-30,6.4270
2009-03-31,5.2770
2009-02-27,4.5045
2009-01-30,5.4766
2008-12-31,7.4206
2008-11-28,7.3932
2008-10-31,9.0517
2008-09-30,11.5979
2008-08-29,12.3633
2008-07-31,12.5254
2008-06-30,11.7321
2008-05-30,14.2100
2008-04-30,15.2718
2008-03-31,14.2731
2008-02-29,14.7134
2008-01-31,16.5988
2007-12-31,16.4792
2007-11-30,17.5021
2007-10-31,19.0434
2007-09-28,19.3765
2007-08-31,18.9151
2007-07-31,18.4387
2007-06-29,20.2770
2007-05-31,21.1259
2007-04-30,20.6298
2007-03-30,19.8606
2007-02-28,19.9546
2007-01-31,20.5818
2006-12-29,20.3931
2006-11-30,19.6538
2006-10-31,19.5161
2006-09-29,19.0699
2006-08-31,18.2860
2006-07-31,18.0729
2006-06-30,17.6686
2006-05-31,17.7502
2006-04-28,18.4455
2006-03-31,17.6796
2006-02-28,17.6288
2006-01-31,17.2614
2005-12-30,17.1101
2005-11-30,17.1069
2005-10-31,16.3286
2005-09-30,15.8455
2005-08-31,15.7122
2005-07-29,15.9737
2005-06-30,15.7282
2005-05-31,15.5348
2005-04-29,15.0891
2005-03-31,15.0626
2005-02-28,15.6580
2005-01-31,15.7636
2004-12-31,16.1119
2004-11-30,15.4718
2004-10-29,15.0050
2004-09-30,14.9263
2004-08-31,15.0649
2004-07-30,14.5902
2004-06-30,14.9084
2004-05-28,14.8431
2004-04-30,14.5940
2004-03-31,15.2583
2004-02-27,15.4368
2004-01-30,15.0080
2003-12-31,14.5327
2003-11-28,13.9022
2003-10-31,13.9535
2003-09-30,13.0497
2003-08-29,12.9349
2003-07-31,13.0882
2003-06-30,12.5416
2003-05-30,12.4888
2003-04-30,11.8836
2003-03-31,10.5565
2003-02-28,10.6571
2003-01-31,10.9963
2002-12-31,11.1381
2002-11-29,11.7775
2002-10-31,11.3547
2002-09-30,10.4034
2002-08-30,11.7540
2002-07-31,11.5387
2002-06-28,12.5849
2002-05-31,13.1468
2002-04-30,13.1867
2002-03-28,13.5306
2002-02-28,12.6920
2002-01-31,12.9156
2001-12-31,13.0646
2001-11-30,12.8144
2001-10-31,12.0330
2001-09-28,12.2061
2001-08-31,12.9341
2001-07-31,13.8499
2001-06-29,13.9828
2001-05-31,14.0838
2001-04-30,13.4902
2001-03-30,13.0193
2001-02-28,13.4206
2001-01-31,14.3887
2000-12-29,14.4229
2000-11-30,13.2881
2000-10-31,14.0041
2000-09-29,14.1259
2000-08-31,13.8253
2000-07-31,12.5481
2000-06-30,11.5332
2000-05-31,12.1204
2000-04-28,11.8542
2000-03-31,11.7430
2000-02-29,9.9261
2000-01-31,11.1168
1999-12-31,11.4591
