date,adj_close
2026-09-11,57.2500
2026-08-31,57.7100
2026-07-31,56.9400
2026-06-30,53.6100
2026-05-29,51.4009
2026-04-30,51.9490
2026-03-31,49.1986
2026-02-27,50.9912
2026-01-30,52.9840
2025-12-31,54.3027
2025-11-28,52.6932
2025-10-31,51.7447
2025-09-30,53.2268
2025-08-29,53.1701
2025-07-31,51.5747
2025-06-30,51.5747
2025-05-30,50.0167
2025-04-30,47.8575
2025-03-31,48.8880
2025-02-28,51.0322
2025-01-31,50.3379
2024-12-31,47.2669
2024-11-29,49.9977
2024-10-31,45.2648
2024-09-30,44.1351
2024-08-30,44.3827
2024-07-31,42.4420
2024-06-28,39.8901
2024-05-31,40.2468
2024-04-30,39.0096
2024-03-28,40.7108
2024-02-29,38.8453
2024-01-31,37.3239
2023-12-29,36.2069
2023-11-30,34.4006
2023-10-31,31.0084
2023-09-29,31.7846
2023-08-31,32.7978
2023-07-31,33.7041
2023-06-30,32.1586
2023-05-31,30.1617
2023-04-28,31.5008
2023-03-31,30.5321
2023-02-28,33.7572
2023-01-31,34.5510
2022-12-30,32.3207
2022-11-30,34.1007
2022-10-31,31.9125
2022-09-30,28.5128
2022-08-31,30.8789
2022-07-29,31.4955
2022-06-30,29.3840
2022-05-31,32.9677
2022-04-29,32.0755
2022-03-31,35.6167
2022-02-28,35.6630
2022-01-31,36.1629
2021-12-31,36.1537
2021-11-30,34.9732
2021-10-29,37.0923
2021-09-30,34.5771
2021-08-31,35.2225
2021-07-30,33.4980
2021-06-30,33.6540
2021-05-28,34.7118
2021-04-30,33.1310
2021-03-31,31.1117
2021-02-26,29.3897
2021-01-29,26.3334
2020-12-31,26.8155
2020-11-30,25.2266
2020-10-30,21.5892
2020-09-30,21.7792
2020-08-31,22.5475
2020-07-31,21.6208
2020-06-30,20.8200
2020-05-29,20.9291
2020-04-30,20.3748
2020-03-31,18.6136
2020-02-28,23.5596
2020-01-31,26.5456
2019-12-31,27.2721
2019-11-29,26.5785
2019-10-31,25.3003
2019-09-30,24.6832
2019-08-30,23.6098
2019-07-31,24.7763
2019-06-28,24.2062
2019-05-31,22.6954
2019-04-30,24.4493
2019-03-29,22.4336
2019-02-28,23.0240
2019-01-31,22.5204
2018-12-31,20.6799
2018-11-30,23.2667
2018-10-31,22.6715
2018-09-28,23.7929
2018-08-31,24.3320
2018-07-31,24.0056
2018-06-29,22.8376
2018-05-31,23.2436
2018-04-30,23.4745
2018-03-29,23.5771
2018-02-28,24.5998
2018-01-31,25.3411
2017-12-29,23.7818
2017-11-30,23.3418
2017-10-31,22.5615
2017-09-29,21.9338
2017-08-31,20.8630
2017-07-31,21.1924
2017-06-30,20.8376
2017-05-31,19.5633
2017-04-28,19.7989
2017-03-31,19.9672
2017-02-28,20.5748
2017-01-31,19.5435
2016-12-30,19.4932
2016-11-30,18.7869
2016-10-31,16.4751
2016-09-30,16.1078
2016-08-31,16.5854
2016-07-29,15.9709
2016-06-30,15.4340
2016-05-31,15.9530
2016-04-29,15.6574
2016-03-31,15.1133
2016-02-29,14.0900
2016-01-29,14.5109
2015-12-31,15.9206
2015-11-30,16.3034
2015-10-30,15.9848
2015-09-30,15.0422
2015-08-31,15.4758
2015-07-31,16.6515
2015-06-30,16.1033
2015-05-29,16.1766
2015-04-30,15.8675
2015-03-31,15.8544
2015-02-27,15.9536
2015-01-30,15.0757
2014-12-31,16.2026
2014-11-28,15.9051
2014-10-31,15.5401
2014-09-30,15.1033
2014-08-29,15.1641
2014-07-31,14.5474
2014-06-30,14.7616
2014-05-30,14.4130
2014-04-30,14.1996
2014-03-31,14.4453
2014-02-28,13.9798
2014-01-31,13.5674
2013-12-31,14.0828
2013-11-29,13.7735
2013-10-31,13.1868
2013-09-30,12.7636
2013-08-30,12.4165
2013-07-31,13.0871
2013-06-28,12.4197
2013-05-31,12.6211
2013-04-30,11.8958
2013-03-28,11.5835
2013-02-28,11.1522
2013-01-31,11.0191
2012-12-31,10.3914
2012-11-30,9.9289
2012-10-31,10.0167
2012-09-28,9.8218
2012-08-31,9.5112
2012-07-31,9.1975
2012-06-29,9.1818
2012-05-31,8.7483
2012-04-30,9.6350
2012-03-30,9.8630
2012-02-29,9.1876
2012-01-31,8.7487
2011-12-30,8.0920
2011-11-30,7.9229
2011-10-31,8.3466
2011-09-30,7.3044
2011-08-31,8.2433
2011-07-29,9.1151
2011-06-30,9.4571
2011-05-31,9.7244
2011-04-29,10.0559
2011-03-31,10.0621
2011-02-28,10.3179
2011-01-31,10.0424
2010-12-31,9.7668
2010-11-30,8.8225
2010-10-29,8.8829
2010-09-30,8.7520
2010-08-31,8.2512
2010-07-30,8.9546
2010-06-30,8.4067
