date,adj_close
2008-06-30,16.4699
2008-05-30,17.4645
2008-04-30,16.9495
2008-03-31,17.0783
2008-02-29,16.5431
2008-01-31,16.5858
2007-12-31,17.5614
2007-11-30,17.7104
2007-10-31,17.2371
2007-09-28,16.9762
2007-08-31,16.2307
2007-07-31,15.8566
2007-06-29,16.3212
2007-05-31,16.6532
2007-04-30,16.4313
2007-03-30,15.9815
2007-02-28,15.6936
2007-01-31,15.9024
2006-12-29,15.6220
2006-11-30,15.2049
2006-10-31,15.3355
2006-09-29,15.0684
2006-08-31,15.0738
2006-07-31,14.5127
2006-06-30,14.2882
2006-05-31,14.0303
2006-04-28,14.0010
2006-03-31,13.8658
2006-02-28,13.7523
2006-01-31,13.6354
2005-12-30,13.6120
2005-11-30,13.5958
2005-10-31,13.4737
2005-09-30,13.5377
2005-08-31,13.3493
2005-07-29,13.5866
2005-06-30,13.1642
2005-05-31,13.4235
2005-04-29,13.1183
2005-03-31,13.2565
2005-02-28,13.3738
2005-01-31,13.3910
2004-12-31,13.2362
2004-11-30,12.7586
2004-10-29,12.4502
2004-09-30,12.3702
2004-08-31,12.7051
2004-07-30,12.4833
2004-06-30,13.1316
2004-05-28,13.0601
2004-04-30,13.1338
2004-03-31,12.9638
2004-02-27,12.9962
2004-01-30,12.2961
2003-12-31,12.2961
2003-11-28,12.0812
2003-10-31,11.9406
2003-09-30,11.4234
2003-08-29,11.4683
2003-07-31,11.2778
2003-06-30,11.2946
2003-05-30,11.1880
2003-04-30,10.6637
2003-03-31,10.3570
2003-02-28,10.3571
2003-01-31,10.6844
2002-12-31,11.0616
2002-11-29,11.0313
2002-10-31,11.3459
2002-09-30,10.9210
2002-08-30,11.7719
2002-07-31,11.6787
2002-06-28,12.1995
2002-05-31,13.5825
2002-04-30,13.7355
2002-03-28,14.2657
2002-02-28,14.0402
2002-01-31,13.7513
2001-12-31,13.8440
2001-11-30,14.1217
2001-10-31,13.5242
2001-09-28,13.6111
2001-08-31,13.6261
2001-07-31,13.5611
2001-06-29,13.1605
2001-05-31,13.7987
2001-04-30,13.5990
2001-03-30,13.3400
2001-02-28,14.3333
2001-01-31,14.2473
2000-12-29,15.3664
2000-11-30,14.8274
2000-10-31,14.3339
2000-09-29,13.4004
2000-08-31,12.8364
2000-07-31,12.9914
2000-06-30,13.4831
2000-05-31,12.7638
2000-04-28,11.9107
2000-03-31,11.3136
2000-02-29,10.9050
2000-01-31,12.3452
1999-12-31,12.2389
